ccg,row_id,row_name,date,Short-acting insulins_items,Short-acting insulins_actual_cost,Intermediate and long-acting insulins_items,Intermediate and long-acting insulins_actual_cost,Sulfonylureas_items,Sulfonylureas_actual_cost,Biguanides_items,Biguanides_actual_cost,Other antidiabetic drugs_items,Other antidiabetic drugs_actual_cost,Treatment of hypoglycaemia_items,Treatment of hypoglycaemia_actual_cost,Diabetic diagnostic and monitoring agents_items,Diabetic diagnostic and monitoring agents_actual_cost
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/5/1,54,2682.57,103,5581.27,110,398.97,482,1779.39,372,17630.13,20,190.18,132,3112.12
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/6/1,49,2222.9,96,5073.47,108,360.32,443,1518.9,357,17238.11,19,166.22,128,3205.97
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/7/1,62,2830.83,95,5388.94,107,391.29,484,1631.33,342,16941.77,14,159.43,119,3069.03
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/8/1,43,1887.56,95,5453.03,96,280.54,477,1670.15,392,19828.37,15,150.05,137,3100.28
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/9/1,59,2592.93,98,6127.88,119,423.86,480,1661.89,371,19104.45,20,201.06,136,3488.76
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/10/1,52,2542.86,90,4724.52,97,290.44,477,1631.44,389,19047.15,16,168.83,126,3222.43
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/11/1,62,2793.73,100,6013.15,107,377.59,488,1565.16,389,18726.28,20,196.19,111,2595.19
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/12/1,65,2861.36,104,5516.85,98,360.67,532,1704.33,442,22229.14,18,175.16,114,2718.94
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/1/1,57,2436.6,88,4677.56,112,391.95,465,1534.27,368,18629.3,14,108.69,111,2787.62
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/2/1,41,2144.93,89,4674.87,101,343.74,472,1606.29,378,17547.97,17,177.41,98,2419.27
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/3/1,67,2707.55,98,5268.03,125,426.07,572,1778.54,419,20526.07,17,198.38,133,3237.17
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/4/1,54,3119.48,89,4981.89,106,336.22,473,1692.93,379,18579.4,12,127.91,115,2487.47
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/5/1,58,2915.83,87,4653.34,130,385.54,538,1848.13,414,20698.23,16,143.01,122,2914.68
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/6/1,48,2271.93,97,5007.03,132,398.83,555,1805.42,437,21242.76,23,227.33,123,2792.03
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/7/1,44,2152.93,98,5777.58,125,337.28,554,1778.66,434,20284.87,17,147.51,107,2653.38
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/8/1,52,2437.4,98,4923.59,138,368.92,564,1770.18,426,18982.78,20,148.42,122,2832.61
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/9/1,59,2863.05,89,4415.32,138,364.8,583,1844.28,458,20182.8,21,214.86,129,2970.48
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/10/1,58,2734.23,106,5713.47,157,341.47,565,1639.21,454,19334.37,18,172.88,121,2665.92
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/11/1,53,2848.08,82,4551.31,158,322.61,609,1730.77,446,17595.56,19,164.94,126,3021.98
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2023/12/1,61,2985.56,106,5521.44,146,333.78,589,1685.21,448,18588.97,18,164.48,104,2469.93
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/1/1,59,2707.02,107,5595.89,159,354.7,637,1737.92,486,19118.73,20,156.09,119,2724.85
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/2/1,52,2127.87,106,5505.91,152,376.37,624,1780.52,449,18282.75,24,179.25,106,2541.86
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/3/1,50,2362.01,88,4450.85,152,324.74,598,1623.77,442,18081.63,16,168.09,98,2010.84
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/4/1,59,3157.81,108,6086.29,160,292.6,585,1452.29,440,17230.15,17,118.51,110,2525.83
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/5/1,69,3205.65,96,5042.53,192,339.18,666,1734,527,21062.01,20,202.83,109,2409.3
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/6/1,62,3193.85,109,6206.14,176,277.83,614,1560.07,483,19654.22,21,2166.89,110,2229.05
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/7/1,71,3279.45,103,5338.97,189,403.72,701,2152.99,552,23778.67,17,150.15,122,2469.66
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/8/1,59,3110.16,90,4562.34,186,312.11,630,2129.24,540,22280.59,20,159.04,103,2182.67
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/9/1,65,3165.69,109,6490.77,183,300.42,648,1934.18,523,21445.77,24,208.17,102,2050.54
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/10/1,73,3220,103,5056.15,196,352.44,740,2416.01,569,22574.65,23,234.47,120,2371.54
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/11/1,67,3438.55,100,5299.65,176,287.3,663,2113.59,556,22323.35,16,156.93,112,2208.52
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2024/12/1,75,3753.7,102,5758.66,185,312.55,696,2198.36,620,25165.33,17,152.49,120,2159.85
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2025/1/1,74,3156.81,101,5444.77,189,285.02,671,1974.05,542,21553.49,23,185.1,106,2223.37
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2025/2/1,57,2952.98,82,4301.09,179,286.92,699,1635.56,591,23078.31,11,97.7,101,1733.67
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2025/3/1,66,3026.73,92,5226.47,188,280.34,700,2172.01,565,22839.19,18,172.6,108,2042.18
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2025/4/1,59,2796.62,83,5318.4,213,283.44,714,1915.51,660,26780.69,19,177.66,107,2069.96
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2025/5/1,62,2866.85,102,4798,189,274.12,686,1861.96,593,24293.12,21,166.76,124,2040.2
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/6/1,43,1594.22,55,2451.65,31,84.74,308,989.56,322,8515.18,4,33.01,87,1364.66
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/7/1,53,1927.75,66,2723.44,22,55.52,343,1207.47,355,9845.41,3,19.7,108,1694.93
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/8/1,46,1537.93,65,2796.87,22,69.84,327,1120.59,336,9192.58,7,94.77,97,1686.2
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/9/1,59,2173.02,91,4109.99,28,78.11,365,1226.11,338,9505.32,8,59.65,117,2111.95
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/10/1,48,1762.11,70,2931.69,35,93.95,344,1117.63,359,10259.68,6,46.3,116,1994.02
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/11/1,41,1526.98,66,3069.41,31,71.03,311,1051.46,305,8397.54,7,42.37,98,1545.23
X2C4Y,B85020,EIGHTLANDS SURGERY,2020/12/1,57,2042.61,80,4021.44,28,76.37,371,1160.94,413,12355.93,8,57.42,110,1970.15
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/1/1,54,2045.16,70,3489.18,32,70.09,346,1110.92,389,10869.23,8,64.96,104,1815.22
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/2/1,48,1611.03,70,2731.02,28,55.31,320,1051.79,307,8992.49,10,83.03,88,1535.36
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/3/1,46,1579.16,77,3689.75,48,83.29,377,1178.64,392,11643.64,9,61.5,95,1664.68
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/4/1,56,1933.32,85,3635.9,36,61.05,375,1050.53,376,11104.77,7,52.85,89,1522.89
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/5/1,51,1910.96,62,2785.25,39,83.17,328,987.49,359,9697.51,6,45.88,80,1437.87
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/6/1,42,1701.68,63,3167.18,48,73.61,369,1078.1,341,11451.32,2,13.36,92,1656.37
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/7/1,56,1909.15,72,3072.69,36,54.75,397,1055.29,392,11388.03,6,42.46,96,1693.75
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/8/1,46,1834.17,72,3818.82,34,63.07,398,1061.73,412,12218.37,6,46.85,98,1724.48
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/9/1,54,1930.47,68,3114.52,23,36.62,374,1057,375,11871.11,9,62.22,98,1891.48
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/10/1,60,2218.84,67,3177.59,22,34.48,391,1049.59,385,12089.5,11,97.33,86,1443.34
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/11/1,49,1779.6,76,3262.62,47,52.8,424,1071.78,461,13590.64,5,32.85,103,2012.21
X2C4Y,B85020,EIGHTLANDS SURGERY,2021/12/1,43,1599.13,57,2243.59,28,41.87,351,966.43,325,10863.86,6,35.22,66,1210.56
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/1/1,49,1834.82,81,3454.78,42,69.05,390,926.51,429,13612.1,6,39.96,105,1916.17
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/2/1,55,2074.96,79,3631.99,42,45.68,373,905.72,339,11677.65,10,73.26,100,1879.11
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/3/1,50,1923.24,78,3386.44,39,47.69,411,940.63,453,15143.74,7,46.36,104,1713.06
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/4/1,50,1903.62,83,3973.25,53,79.38,456,1207.11,433,14352.36,10,85.12,114,2193.73
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/5/1,49,1839.15,82,3582.12,44,47.85,395,977.9,438,15009.81,3,20.13,86,1595.09
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/6/1,52,1972.05,60,2613.9,52,60.48,355,916.91,372,12676.37,8,68.55,75,1255.78
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/7/1,42,1515.89,80,3897.55,35,47.2,348,838.93,405,13024.04,6,46.64,89,1678.61
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/8/1,35,1357.19,68,2833.94,39,46.95,350,1121.07,394,14410.41,5,33.21,73,1358.5
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/9/1,44,1551.4,73,3065.35,50,57.86,336,778.73,396,12770.6,10,66.75,77,1285.49
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/10/1,52,1967.63,68,3033.81,48,74.37,414,1114.18,427,15350,15,120.24,101,2145.69
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/11/1,49,1917.17,76,3660.93,47,55.75,365,1210.5,420,14033.39,12,76.96,98,1691.86
X2C4Y,B85020,EIGHTLANDS SURGERY,2022/12/1,39,1456.66,68,3156.62,46,52.09,350,1229.98,431,15985.61,11,87.74,88,1565.16
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/1/1,40,1732.56,58,2730.91,51,96.36,380,922.5,429,14684.86,13,93.18,72,1279.97
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/2/1,42,1642.93,93,4485.27,37,62.74,376,1076.1,412,15185.07,8,52.89,93,1238.86
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/3/1,50,1935.28,68,3449.73,48,53.5,397,961.14,454,15387.54,11,80.4,86,1487.52
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/4/1,35,1318.88,53,2827.03,46,62.4,355,957.31,425,13059.26,7,68.96,73,1181.73
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/5/1,53,2207.61,72,3728.37,46,65.79,381,906.29,411,14422.09,11,75.75,90,1469.54
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/6/1,47,1655.52,63,2923.3,64,93.32,396,1132.9,435,16620.2,10,80.07,84,1445.32
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/7/1,47,1809.07,59,2721.41,43,55.57,366,1091.46,398,12505.97,8,49.39,73,1220.94
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/8/1,49,1900.78,63,3211.47,48,81.81,433,949.82,427,14341.41,6,46.72,91,1542.98
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/9/1,42,1633.96,66,3118.02,44,135.02,405,1060.94,430,13641.35,8,57.16,85,1392.74
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/10/1,40,1395.95,75,3239.93,47,78.5,409,971.76,430,13028.73,14,104.29,94,1520.03
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/11/1,52,2204.6,75,3470.14,44,84.95,393,1082.67,423,13371.19,10,82.33,90,1552.96
X2C4Y,B85020,EIGHTLANDS SURGERY,2023/12/1,46,1768.49,73,3081.77,61,87.01,433,946.9,474,14105.72,7,38.44,77,1255.24
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/1/1,60,2419.54,73,3532.17,47,107.57,394,1099.32,396,13074.09,7,62.31,92,1529.23
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/2/1,50,1995.56,66,3270.82,57,150.78,439,1303.68,472,15512.63,11,81.1,102,1674.11
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/3/1,45,1830.94,69,3163.36,52,86.31,388,1093.3,395,12847.02,12,84.79,82,1445.03
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/4/1,49,1970.44,66,3317.17,64,92.96,390,1122.81,458,15270.38,10,90.89,91,1443.33
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/5/1,55,2297.85,63,3099.88,56,98.98,424,1110.46,467,16569.41,10,67.84,98,1571.09
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/6/1,52,2244.54,67,3200.5,57,75.39,443,1371.19,514,17903.81,10,63.41,88,1615.19
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/7/1,46,1899.84,66,3112.07,64,143.73,442,1225.75,521,18560.46,11,76.72,84,1334.63
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/8/1,63,2410.26,74,3935.62,60,84.52,463,1566.65,549,20075.12,8,49.78,93,1476.61
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/9/1,58,2275.52,74,3745.32,71,122.23,409,1153.99,499,18662.56,10,63.11,87,1339.9
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/10/1,66,2533.95,86,3993.69,36,93.37,444,1407.81,500,18048.04,14,116.06,90,1293.68
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/11/1,47,1880.98,74,3511.36,50,68.41,439,1239.25,503,19299.41,14,109.28,85,1260.83
X2C4Y,B85020,EIGHTLANDS SURGERY,2024/12/1,50,1962.74,62,3123.14,37,91.93,396,962.32,483,16611.19,3,22.81,73,1165
X2C4Y,B85020,EIGHTLANDS SURGERY,2025/1/1,52,1963.02,67,3278.14,43,98.64,414,1099.04,486,19863.26,9,67.21,94,1414.27
X2C4Y,B85020,EIGHTLANDS SURGERY,2025/2/1,48,1916.13,75,3573.33,28,50.68,416,931.82,490,17978.62,5,37.02,63,955.83
X2C4Y,B85020,EIGHTLANDS SURGERY,2025/3/1,54,1974.47,69,3425.86,49,134.27,435,1131.41,590,24420.51,6,52.4,93,1430.1
X2C4Y,B85020,EIGHTLANDS SURGERY,2025/4/1,49,1928.79,70,3263.39,38,89.8,412,956.77,508,19656.45,5,29.34,95,1421.56
X2C4Y,B85020,EIGHTLANDS SURGERY,2025/5/1,53,2046.16,69,3300.7,42,98.29,403,1115.85,515,21216.04,7,59.21,79,1181.75
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/6/1,34,1623.33,63,3149.88,151,402.61,335,1247.43,301,9171.18,4,45.47,52,1109.61
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/7/1,26,1089.83,56,2581.62,155,386.2,355,1474.88,318,9290.89,5,88.3,48,1025.42
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/8/1,39,1888.65,59,3034.16,145,378.48,326,1206.2,274,8421.4,7,95.24,52,1074.96
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/9/1,35,1375.73,66,3386.56,170,392.43,389,1535.46,316,8866.85,9,137.8,62,1307.74
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/10/1,37,1739.44,67,3299.19,137,319.05,349,1274.53,295,9263.11,2,19.97,63,1177.53
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/11/1,37,1709.27,56,2818.12,143,333.13,369,1407.66,289,8119.5,2,13.34,44,968.77
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2020/12/1,34,1515.64,62,2575.8,165,419.65,406,1435.4,325,9521.11,1,13.33,63,1243.15
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/1/1,37,1718.5,60,3193.15,127,323.11,330,1323.61,289,8280.07,5,47.91,57,1389.39
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/2/1,24,894.97,56,2604.34,125,301.59,311,1030.22,271,9266.39,2,21.51,61,1232.5
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/3/1,22,968.31,55,2728.79,135,321.95,311,1141.8,283,8622.18,1,10.74,48,906.12
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/4/1,38,1802.84,56,2518.28,150,382.49,380,1246.9,343,11252.31,4,46.73,64,1591.5
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/5/1,34,1582.58,62,3090.83,116,288.83,320,1059.92,282,8985.81,3,15.44,68,1432.34
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/6/1,35,1781.56,62,2950.08,162,406.01,365,1085.61,335,10691.65,4,26.45,55,1115.64
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/7/1,36,1425.83,55,2368.65,124,291.82,359,1029.69,308,9882.48,6,39.87,60,1264.79
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/8/1,32,1431.25,57,2698.98,126,315.81,340,1006.1,282,9063.58,5,41.63,70,1550.59
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/9/1,40,1665.57,61,2952,135,341.29,388,1027.31,339,10977.3,10,81.71,71,1397.38
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/10/1,35,1828.76,68,3196.47,110,266.79,358,979.57,290,8967.78,4,29.07,64,1454.95
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/11/1,37,1666.08,63,2824.77,132,309.8,353,961.25,323,9591.25,7,50.61,63,1390.54
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2021/12/1,42,1846.34,66,2817.39,129,291.63,381,1046.64,317,9588.93,4,26.78,63,1220.59
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/1/1,42,1841.52,65,2874.8,118,241.1,373,919.51,296,9797.35,8,61.86,69,1456.83
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/2/1,36,1508.49,57,2196.57,111,261.3,322,803.5,260,8077.5,8,66.01,75,1520.14
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/3/1,38,1616.04,58,2172.47,140,274.17,363,960.98,317,10583.71,13,103.28,79,1427.07
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/4/1,41,1838.39,59,2444.93,116,234.88,345,835.71,294,9037.09,6,40.27,64,1403.55
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/5/1,38,1528.25,61,2654.6,132,277.78,359,923.64,315,10376.72,7,55.15,61,1608.34
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/6/1,30,1461.6,52,2251.44,115,229.77,341,959.06,313,9383.45,10,77.89,65,1564.57
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/7/1,40,1786.19,62,2432.86,103,218.39,332,1025.17,284,9161,4,33.52,59,1275.74
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/8/1,39,1711.07,54,2009.94,110,216.92,289,763.38,259,9522.67,12,116.57,66,1673.51
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/9/1,39,1545.57,61,2291.39,138,232,391,937.39,331,9951.28,18,141.12,65,1366.92
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/10/1,37,1695.49,60,2465.85,118,228.78,383,871.11,297,9968.72,7,46.89,63,1459.57
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/11/1,42,1776.34,67,2782.12,153,276.73,409,930.7,353,10700.78,10,62.7,75,1651.63
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2022/12/1,49,2196.53,79,3363.3,120,234.83,352,827.56,292,9353.23,13,133.53,87,1739.16
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/1/1,40,1786.76,62,2509.69,105,250.09,359,951.15,276,10454.85,8,53.49,69,1357.97
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/2/1,48,1993.96,67,2484.27,122,245.81,320,960.58,278,10072.4,14,93.57,81,1599.73
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/3/1,38,1710.73,67,2384.46,113,234.61,342,950.07,302,10688.02,13,77.85,79,1600.44
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/4/1,35,1692.25,60,2527.5,122,260,317,992.14,264,9103.26,9,51.72,71,1494.88
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/5/1,48,2181.28,66,2394.4,107,253.6,341,948.77,326,10728.27,14,145.62,72,1518.94
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/6/1,48,2267.76,74,3090.52,111,244.03,335,1117.69,293,10268.61,12,67.53,80,1571.7
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/7/1,29,1476.05,59,2206.07,89,200.44,337,949.75,300,10482,8,68.37,63,1086.77
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/8/1,41,1815.48,72,2809.06,92,190.79,327,802.23,285,7918.1,9,70.97,73,1512.64
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/9/1,45,2025.57,68,2692.96,108,213.84,366,1049.57,345,10746.71,13,103.56,83,1616.76
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/10/1,48,2240.26,59,2370.24,98,209.41,310,875.48,279,8874.71,6,44.12,67,1314.49
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/11/1,46,2165.34,72,3423.95,94,184.94,355,941.07,306,9601.49,11,75.91,65,1357.57
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2023/12/1,46,2221.22,63,3376.73,97,225.65,288,844.79,272,9110,9,71.27,67,1292.8
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/1/1,41,1745.47,78,3356.26,98,180.48,334,916.05,301,9068.05,9,67.3,74,1508.46
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/2/1,42,2162.37,63,2754.4,93,195.38,357,880.11,305,9434.01,6,35.86,51,889.3
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/3/1,45,1973.3,66,2974.27,93,180.44,348,955.36,309,9274.28,7,51.06,58,1042.56
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/4/1,45,2361.73,71,3424.21,125,189.44,413,944.5,348,10842.15,8,63.96,80,1286.18
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/5/1,56,3009.81,69,3555.79,105,214.22,374,927.67,365,10574.46,11,79.38,67,1168.92
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/6/1,44,1922.71,56,2479.6,117,270.07,316,752.1,309,10529.47,9,70.47,53,930.63
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/7/1,56,3146.26,70,3373.41,117,189.52,437,1170.17,366,11630.59,7,42.96,62,1006.81
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/8/1,48,2313.85,58,2756.47,111,300.5,350,1030.47,351,10435.31,17,125.3,77,1433.9
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/9/1,32,1883.36,68,2936.55,110,212.27,357,1066.41,331,10537.79,7,47.4,67,1069.11
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/10/1,52,2688.68,75,3734.8,110,259.3,371,951.79,377,12630.36,6,40.88,70,1112.54
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/11/1,49,2946.38,69,3023.65,111,204.56,332,948.72,337,11299.33,5,34.07,61,989.48
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2024/12/1,46,2221.51,71,3352.12,107,246.42,343,914.17,367,13204.75,4,26.95,69,1061.21
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2025/1/1,51,2610.05,71,3453.34,128,195.6,376,877.02,342,11116.6,9,61.33,78,1279.15
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2025/2/1,45,2315.35,61,2835.88,112,249.79,336,702.33,338,12869.83,7,47.7,77,1073.8
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2025/3/1,40,2301.31,59,2657.89,143,202.4,333,882.32,335,11539.17,4,31.98,63,1005.75
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2025/4/1,42,2038.63,63,3061.12,120,270.46,370,848.25,397,13558.35,10,68.44,68,1140.17
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,2025/5/1,51,2624.85,71,2885.82,115,314.73,369,1084.45,400,14584.06,4,27.25,69,1011.66
X2C4Y,B85022,HONLEY SURGERY,2020/6/1,19,671.87,39,1713.61,94,203.08,233,945.2,95,3585.17,3,26.34,55,1442.64
X2C4Y,B85022,HONLEY SURGERY,2020/7/1,20,642.98,46,1922.28,102,217.51,248,1047.62,93,3592.44,7,74.73,66,1790.35
X2C4Y,B85022,HONLEY SURGERY,2020/8/1,17,648.44,34,1312.54,86,154.9,216,994.15,86,3150.51,4,46.35,45,1041.42
X2C4Y,B85022,HONLEY SURGERY,2020/9/1,28,1165.78,42,1803.44,93,223.29,242,1112.4,89,3516.2,3,33.28,60,1655.52
X2C4Y,B85022,HONLEY SURGERY,2020/10/1,17,581.88,47,1953.17,103,190.22,263,1060.25,111,3280.85,2,34.72,44,1231.11
X2C4Y,B85022,HONLEY SURGERY,2020/11/1,27,1033.88,38,1572.4,80,156.09,224,934.84,97,3630,2,56.22,48,1177.51
X2C4Y,B85022,HONLEY SURGERY,2020/12/1,17,671.25,43,1718.61,93,202.81,252,1040.16,88,3297.59,4,72.7,59,1583.65
X2C4Y,B85022,HONLEY SURGERY,2021/1/1,23,896.84,39,1543.09,83,146.43,222,910.26,92,3429.69,8,105.24,57,1727.46
X2C4Y,B85022,HONLEY SURGERY,2021/2/1,15,523.3,36,1454.2,89,149.66,224,945.34,96,3038.12,1,20.02,46,1383.73
X2C4Y,B85022,HONLEY SURGERY,2021/3/1,21,752.07,38,1584.61,91,146.41,230,925.14,100,3622.94,4,52,56,1522.54
X2C4Y,B85022,HONLEY SURGERY,2021/4/1,20,673.51,44,1776.98,105,146.56,235,775.77,104,3237.7,9,110.65,57,1500.97
X2C4Y,B85022,HONLEY SURGERY,2021/5/1,19,795.24,40,1616.83,110,131.91,279,791.52,112,2711.17,3,46.14,49,1275.82
